age,fnlwgt,education-num,capital-gain,capital-loss,hours-per-week,marital-status,relationship,sex,occupation,age_group,education,workclass,native-country,race
31,217601,9,0,0,30,Never-married,Own-child,Female,Farming-fishing,25-34,HS-grad,Private,Cambodia,Asian-Pac-Islander
58,146913,10,2,0,40,Married-civ-spouse,Husband,Male,Other-service,55-64,HS-grad,State-gov,United-States,White
36,352853,1,8,0,10,Married-civ-spouse,Husband,Male,Sales,35-44,5th-6th,Private,Iran,White
51,283017,11,0,0,51,Married-civ-spouse,Husband,Male,Sales,45-54,HS-grad,Self-emp-not-inc,Guatemala,White
29,215852,9,8,0,40,Never-married,Own-child,Male,Exec-managerial,25-34,Bachelors,Federal-gov,United-States,White
37,60350,10,4,0,40,Married-civ-spouse,Husband,Male,Exec-managerial,35-44,Some-college,Private,United-States,White
21,354764,13,2,0,40,Never-married,Not-in-family,Male,Adm-clerical,17-24,HS-grad,Private,United-States,White
35,198690,9,0,0,40,Married-civ-spouse,Husband,Male,Exec-managerial,35-44,Bachelors,Self-emp-inc,United-States,White
24,204585,10,0,0,40,Never-married,Not-in-family,Male,Adm-clerical,17-24,Some-college,Local-gov,Mexico,White
34,173549,10,1,0,51,Never-married,Not-in-family,Female,Sales,25-34,HS-grad,Private,United-States,White
21,84561,13,15423,0,70,Never-married,Not-in-family,Female,Adm-clerical,17-24,Some-college,Private,United-States,White
31,122375,11,10,0,40,Married-civ-spouse,Husband,Male,Adm-clerical,25-34,HS-grad,Private,United-States,White
37,116496,9,7,0,48,Married-civ-spouse,Husband,Male,Prof-specialty,35-44,Assoc-acdm,State-gov,United-States,White
42,101879,11,0,0,35,Married-civ-spouse,Husband,Male,Tech-support,35-44,Masters,Private,El-Salvador,White
29,187826,9,0,0,40,Married-civ-spouse,Husband,Male,Sales,25-34,Some-college,Private,United-States,White
30,92966,4,0,0,40,Never-married,Own-child,Male,Priv-house-serv,25-34,HS-grad,Private,United-States,White
37,366027,10,0,0,46,Married-civ-spouse,Husband,Male,Prof-specialty,35-44,Prof-school,Private,United-States,White
22,152184,14,7,0,51,Never-married,Not-in-family,Male,Machine-op-inspct,17-24,Doctorate,Private,United-States,White
50,359794,9,0,0,40,Married-civ-spouse,Husband,Male,Protective-serv,45-54,Bachelors,Private,United-States,White
35,40662,9,18,0,46,Married-civ-spouse,Husband,Male,Machine-op-inspct,35-44,Bachelors,Self-emp-not-inc,United-States,White
36,36763,10,10,0,46,Never-married,Own-child,Male,Adm-clerical,35-44,HS-grad,Private,United-States,White
19,188961,11,0,2010,40,Never-married,Own-child,Male,Other-service,17-24,Some-college,Private,United-States,White
29,195623,9,0,0,40,Married-civ-spouse,Husband,Male,Handlers-cleaners,25-34,HS-grad,Private,United-States,White
33,387036,9,6,0,40,Never-married,Not-in-family,Female,Craft-repair,25-34,Assoc-voc,Private,United-States,White
26,43667,12,13,0,40,Married-civ-spouse,Husband,Male,Farming-fishing,25-34,Bachelors,Private,Peru,White
28,229888,9,14,0,26,Never-married,Not-in-family,Female,Machine-op-inspct,25-34,7th-8th,Private,Philippines,Asian-Pac-Islander
31,150703,11,0,0,40,Married-civ-spouse,Husband,Male,Sales,25-34,9th,Self-emp-not-inc,United-States,White
34,110495,9,12,0,40,Never-married,Not-in-family,Male,Exec-managerial,25-34,Some-college,Private,Philippines,Asian-Pac-Islander
52,236909,14,7,0,80,Married-civ-spouse,Husband,Male,Craft-repair,45-54,HS-grad,Private,United-States,White
46,161487,10,3,0,26,Married-civ-spouse,Husband,Male,Exec-managerial,45-54,Assoc-voc,Private,United-States,White
61,166306,10,14940,0,50,Married-civ-spouse,Husband,Male,Adm-clerical,55-64,Some-college,State-gov,Cuba,White
26,205390,10,7,0,40,Divorced,Unmarried,Male,Prof-specialty,25-34,Some-college,Private,United-States,White
58,340661,9,2,0,40,Divorced,Unmarried,Female,Handlers-cleaners,55-64,HS-grad,Private,United-States,White
22,264295,3,0,0,49,Never-married,Not-in-family,Male,Prof-specialty,17-24,Some-college,Private,United-States,White
30,214133,9,9,0,49,Married-civ-spouse,Wife,Female,Sales,25-34,Bachelors,Private,United-States,White
29,97748,10,0,0,40,Never-married,Unmarried,Female,Exec-managerial,25-34,Bachelors,Private,United-States,White
56,239307,9,0,1613,20,Married-civ-spouse,Husband,Male,Craft-repair,55-64,HS-grad,Federal-gov,Mexico,White
31,238729,14,1,0,40,Married-civ-spouse,Husband,Male,Exec-managerial,25-34,Bachelors,Private,United-States,White
39,82676,9,7,0,49,Married-civ-spouse,Husband,Male,Prof-specialty,35-44,Masters,Private,United-States,White
35,58999,13,0,0,40,Married-civ-spouse,Husband,Male,Craft-repair,35-44,HS-grad,Private,United-States,White
52,121852,9,2,0,40,Married-civ-spouse,Husband,Male,Protective-serv,45-54,Some-college,Local-gov,United-States,White
40,74588,5,8276,0,40,Married-civ-spouse,Husband,Male,Handlers-cleaners,35-44,Some-college,Private,United-States,White
27,279466,9,0,0,40,Married-civ-spouse,Husband,Male,Craft-repair,25-34,Some-college,Private,United-States,White
35,162891,9,0,0,16,Never-married,Own-child,Female,Prof-specialty,35-44,HS-grad,Private,United-States,White
18,195956,10,7,0,25,Never-married,Not-in-family,Male,Tech-support,17-24,Assoc-acdm,Private,United-States,White
18,112207,10,17,0,27,Married-civ-spouse,Husband,Male,Transport-moving,17-24,Some-college,Private,United-States,White
26,109438,9,10,0,40,Never-married,Own-child,Female,Adm-clerical,25-34,Assoc-acdm,Local-gov,United-States,White
40,107157,5,4598,0,12,Married-civ-spouse,Husband,Male,Other-service,35-44,Masters,Private,United-States,White
64,168465,9,7,0,27,Married-civ-spouse,Wife,Female,Other-service,55-64,HS-grad,Private,United-States,White
30,272096,9,2,0,8,Never-married,Not-in-family,Male,Craft-repair,25-34,Masters,Private,United-States,White
33,198302,4,0,0,35,Married-civ-spouse,Husband,Male,Exec-managerial,25-34,Bachelors,Private,United-States,White
20,320428,10,0,0,50,Never-married,Own-child,Male,Tech-support,17-24,11th,Private,United-States,White
41,231876,9,0,0,50,Divorced,Not-in-family,Female,Sales,35-44,Some-college,Local-gov,Japan,White
34,270428,9,0,1441,40,Divorced,Unmarried,Female,Machine-op-inspct,25-34,HS-grad,Private,Cuba,White
33,37907,13,0,0,40,Married-civ-spouse,Wife,Female,Prof-specialty,25-34,HS-grad,Local-gov,United-States,White
31,172247,10,12,0,46,Never-married,Not-in-family,Male,Sales,25-34,5th-6th,Private,United-States,White
56,246842,11,4849,0,40,Married-civ-spouse,Husband,Male,Craft-repair,55-64,7th-8th,Private,United-States,White
26,158292,12,0,0,40,Married-civ-spouse,Husband,Male,Machine-op-inspct,25-34,Bachelors,Private,United-States,White
33,193898,14,0,0,36,Never-married,Other-relative,Male,Machine-op-inspct,25-34,Bachelors,Private,United-States,White
27,93802,10,4,0,40,Married-civ-spouse,Husband,Male,Exec-managerial,25-34,HS-grad,Private,United-States,White
45,183428,10,0,0,40,Married-civ-spouse,Husband,Male,Craft-repair,45-54,11th,State-gov,United-States,White
38,206002,13,0,0,44,Married-civ-spouse,Husband,Male,Adm-clerical,35-44,HS-grad,Private,United-States,White
34,282465,10,0,0,40,Never-married,Own-child,Male,Machine-op-inspct,25-34,Bachelors,Private,United-States,White
19,169975,7,5,0,27,Never-married,Not-in-family,Male,Priv-house-serv,17-24,Assoc-voc,Private,United-States,White
49,206154,9,0,0,36,Married-civ-spouse,Husband,Male,Handlers-cleaners,45-54,HS-grad,Self-emp-not-inc,United-States,White
48,40789,10,0,0,40,Divorced,Not-in-family,Female,Other-service,45-54,Masters,Self-emp-not-inc,United-States,White
45,125922,8,0,0,45,Divorced,Not-in-family,Male,Craft-repair,45-54,Bachelors,Private,United-States,White
31,106256,9,0,0,54,Married-civ-spouse,Husband,Male,Other-service,25-34,HS-grad,Private,United-States,White
39,229741,9,1,0,40,Married-civ-spouse,Husband,Male,Prof-specialty,35-44,Prof-school,Private,United-States,White
37,186989,11,14,0,51,Married-civ-spouse,Husband,Male,Prof-specialty,35-44,Some-college,Self-emp-inc,United-States,White
19,211115,15,2,0,40,Never-married,Own-child,Male,Sales,17-24,Some-college,Private,United-States,White
47,199612,9,0,0,40,Married-civ-spouse,Husband,Male,Craft-repair,45-54,Assoc-voc,Self-emp-inc,United-States,White
32,189925,9,0,0,40,Never-married,Not-in-family,Male,Sales,25-34,Bachelors,Private,United-States,White
41,161926,9,1,0,50,Married-civ-spouse,Husband,Male,Prof-specialty,35-44,HS-grad,Private,United-States,White
54,52175,13,10,0,48,Married-civ-spouse,Wife,Female,Other-service,45-54,HS-grad,Self-emp-not-inc,United-States,White
50,94311,9,3,0,36,Married-civ-spouse,Husband,Male,Prof-specialty,45-54,HS-grad,Private,United-States,White
55,30159,14,8,0,52,Widowed,Unmarried,Male,Transport-moving,55-64,5th-6th,Private,United-States,White
24,191915,10,2,0,40,Divorced,Unmarried,Female,Exec-managerial,17-24,Some-college,Private,United-States,White
39,112080,10,0,0,59,Married-civ-spouse,Husband,Male,Adm-clerical,35-44,HS-grad,Private,United-States,White
34,276364,9,0,0,40,Married-civ-spouse,Husband,Male,Prof-specialty,25-34,Assoc-acdm,Private,Germany,White
19,248784,10,8,0,40,Never-married,Not-in-family,Male,Adm-clerical,17-24,HS-grad,Private,United-States,White
33,365595,15,0,0,40,Never-married,Own-child,Female,Sales,25-34,Bachelors,Local-gov,United-States,White
29,149126,12,0,0,50,Never-married,Own-child,Male,Other-service,25-34,HS-grad,Private,United-States,White
47,148292,13,0,0,40,Divorced,Not-in-family,Male,Sales,45-54,HS-grad,Local-gov,United-States,White
18,223719,11,0,0,62,Never-married,Not-in-family,Male,Adm-clerical,17-24,Assoc-voc,Private,United-States,White
35,283900,13,5,0,14,Never-married,Own-child,Female,Tech-support,35-44,Some-college,Self-emp-not-inc,United-States,White
34,13769,5,0,0,40,Married-civ-spouse,Husband,Male,Prof-specialty,25-34,HS-grad,Private,United-States,White
37,187521,10,4,0,40,Married-civ-spouse,Husband,Male,Craft-repair,35-44,HS-grad,Private,United-States,White
37,177130,9,9,0,36,Married-civ-spouse,Husband,Male,Tech-support,35-44,Some-college,Self-emp-not-inc,United-States,White
35,437693,10,4,0,40,Separated,Unmarried,Female,Craft-repair,35-44,Some-college,Private,United-States,White
59,177918,10,2,2289,40,Married-civ-spouse,Husband,Male,Transport-moving,55-64,Assoc-acdm,Private,United-States,White
26,123628,13,0,0,40,Never-married,Not-in-family,Male,Prof-specialty,25-34,Bachelors,Private,Mexico,White
18,105961,10,14,0,40,Never-married,Own-child,Female,Handlers-cleaners,17-24,Some-college,Private,United-States,White
51,139691,7,0,0,45,Married-civ-spouse,Husband,Male,Transport-moving,45-54,HS-grad,Self-emp-inc,United-States,White
49,99072,10,3,0,30,Married-civ-spouse,Husband,Male,Sales,45-54,Doctorate,Private,United-States,White
46,58495,13,13,0,58,Married-civ-spouse,Husband,Male,Transport-moving,45-54,Some-college,Private,United-States,White
20,316909,13,4,0,40,Never-married,Not-in-family,Male,Craft-repair,17-24,11th,Private,United-States,White
29,606630,9,14,0,58,Married-civ-spouse,Husband,Male,Craft-repair,25-34,HS-grad,Private,United-States,White
68,193604,10,0,0,40,Never-married,Not-in-family,Female,Other-service,65-90,HS-grad,Private,United-States,White
58,117148,15,0,0,45,Divorced,Not-in-family,Female,Adm-clerical,55-64,Some-college,Self-emp-inc,United-States,White
36,32398,9,2,0,44,Separated,Not-in-family,Female,Protective-serv,35-44,Some-college,Self-emp-not-inc,United-States,White
48,152471,9,3147,0,40,Divorced,Not-in-family,Female,Exec-managerial,45-54,Masters,State-gov,United-States,White
26,255601,13,0,0,40,Divorced,Unmarried,Female,Exec-managerial,25-34,9th,Private,United-States,White
64,35717,13,6,0,45,Married-civ-spouse,Husband,Male,Handlers-cleaners,55-64,HS-grad,State-gov,United-States,White
48,219963,15,5,0,40,Married-civ-spouse,Husband,Male,Exec-managerial,45-54,Masters,Private,Mexico,Other
45,172698,10,1,0,40,Never-married,Own-child,Male,Sales,45-54,HS-grad,Private,United-States,White
43,150940,12,3,0,60,Never-married,Not-in-family,Male,Prof-specialty,35-44,Some-college,State-gov,United-States,White
36,232857,9,0,0,9,Married-civ-spouse,Husband,Male,Handlers-cleaners,35-44,Prof-school,Private,United-States,White
34,357129,9,0,0,40,Married-civ-spouse,Husband,Male,Tech-support,25-34,Assoc-voc,Local-gov,United-States,White
37,251444,11,8,0,20,Married-civ-spouse,Husband,Male,Protective-serv,35-44,Bachelors,Private,United-States,White
21,325167,9,0,0,40,Separated,Not-in-family,Female,Sales,17-24,HS-grad,Private,Taiwan,White
33,101281,9,2,0,37,Divorced,Unmarried,Male,Tech-support,25-34,HS-grad,Private,United-States,White
17,458379,13,0,0,40,Never-married,Not-in-family,Female,Adm-clerical,17-24,Assoc-acdm,Private,United-States,White
37,66745,2,0,0,40,Married-civ-spouse,Wife,Female,Sales,35-44,5th-6th,Local-gov,United-States,White
40,96591,9,6971,0,40,Divorced,Not-in-family,Male,Priv-house-serv,35-44,Bachelors,Private,United-States,White
72,57305,9,1,0,63,Married-civ-spouse,Husband,Male,Adm-clerical,65-90,Doctorate,Private,United-States,White
40,107667,11,3,0,29,Married-civ-spouse,Husband,Male,Craft-repair,35-44,Some-college,Self-emp-not-inc,United-States,White
21,498261,6,2410,0,40,Separated,Not-in-family,Male,Exec-managerial,17-24,Bachelors,Private,United-States,White
44,232448,13,0,0,25,Never-married,Not-in-family,Male,Other-service,35-44,Some-college,Private,United-States,White
40,60338,4,0,0,40,Married-civ-spouse,Wife,Female,Prof-specialty,35-44,Bachelors,Self-emp-not-inc,Mexico,White
22,111950,3,15,0,38,Never-married,Own-child,Male,Sales,17-24,Bachelors,Private,United-States,White
19,115335,14,4,0,40,Married-civ-spouse,Husband,Male,Exec-managerial,17-24,7th-8th,Private,United-States,White
29,174841,13,0,0,40,Married-spouse-absent,Not-in-family,Female,Handlers-cleaners,25-34,HS-grad,Private,United-States,White
33,113914,9,6,0,28,Married-civ-spouse,Husband,Male,Craft-repair,25-34,5th-6th,Private,United-States,White
34,112372,13,0,1983,40,Married-civ-spouse,Husband,Male,Machine-op-inspct,25-34,Masters,Private,United-States,White
55,87200,10,7,0,40,Married-civ-spouse,Husband,Male,Exec-managerial,55-64,Some-college,Self-emp-not-inc,United-States,White
53,142151,9,7432,0,40,Married-civ-spouse,Wife,Female,Exec-managerial,45-54,HS-grad,Private,United-States,White
27,103017,13,0,0,10,Married-civ-spouse,Husband,Male,Adm-clerical,25-34,Bachelors,State-gov,United-States,White
45,110506,4,6791,0,40,Divorced,Own-child,Female,Exec-managerial,45-54,HS-grad,Local-gov,United-States,White
56,188422,9,0,0,40,Married-civ-spouse,Husband,Male,Sales,55-64,HS-grad,Private,United-States,White
22,103709,13,4,0,34,Never-married,Own-child,Female,Transport-moving,17-24,Bachelors,Private,United-States,White
32,43960,10,9,1989,35,Married-civ-spouse,Husband,Male,Craft-repair,25-34,Bachelors,Self-emp-not-inc,United-States,White
50,109334,9,0,0,31,Married-civ-spouse,Husband,Male,Adm-clerical,45-54,Some-college,Private,United-States,White
29,144183,9,0,0,40,Never-married,Own-child,Female,Handlers-cleaners,25-34,Some-college,Private,Dominican-Republic,Other
38,107734,10,2498,0,58,Married-civ-spouse,Other-relative,Female,Craft-repair,35-44,Some-college,Federal-gov,United-States,White
72,506871,8,0,0,40,Married-spouse-absent,Not-in-family,Female,Adm-clerical,65-90,Prof-school,Local-gov,United-States,White
61,217175,8,0,0,20,Divorced,Not-in-family,Male,Prof-specialty,55-64,Bachelors,Local-gov,United-States,White
37,79334,6,0,0,40,Married-civ-spouse,Husband,Male,Craft-repair,35-44,Some-college,Private,United-States,White
38,282984,13,3,0,40,Separated,Other-relative,Female,Prof-specialty,35-44,Bachelors,Private,United-States,White
35,29311,13,5,0,59,Married-civ-spouse,Husband,Male,Prof-specialty,35-44,Bachelors,Private,United-States,White
29,174066,13,3,0,40,Married-civ-spouse,Husband,Male,Exec-managerial,25-34,Assoc-acdm,Private,United-States,White
63,101117,14,0,0,40,Separated,Unmarried,Female,Handlers-cleaners,55-64,7th-8th,Private,United-States,White
32,175190,10,0,0,40,Married-civ-spouse,Husband,Male,Adm-clerical,25-34,HS-grad,Private,United-States,White
28,343231,9,6,0,40,Married-civ-spouse,Husband,Male,Craft-repair,25-34,Prof-school,Private,United-States,White
18,335467,9,0,0,40,Never-married,Not-in-family,Male,Adm-clerical,17-24,HS-grad,State-gov,United-States,White
51,173118,10,11,0,40,Divorced,Other-relative,Male,Adm-clerical,45-54,Bachelors,Private,United-States,White
23,112411,10,0,0,40,Never-married,Own-child,Male,Prof-specialty,17-24,10th,Private,United-States,White
17,77758,2,0,0,7,Divorced,Not-in-family,Male,Other-service,17-24,HS-grad,Private,Mexico,White
21,174289,9,0,0,37,Never-married,Not-in-family,Male,Craft-repair,17-24,Some-college,Private,United-States,White
20,34228,15,14,0,40,Never-married,Not-in-family,Male,Craft-repair,17-24,HS-grad,Private,United-States,White
30,222724,9,0,0,54,Married-civ-spouse,Husband,Male,Tech-support,25-34,Doctorate,Private,United-States,White
48,309191,9,0,0,40,Divorced,Not-in-family,Male,Exec-managerial,45-54,Some-college,Private,United-States,White
43,149781,9,13,0,56,Married-civ-spouse,Husband,Male,Tech-support,35-44,HS-grad,Private,Hungary,White
25,119868,13,1,0,40,Never-married,Not-in-family,Female,Adm-clerical,25-34,HS-grad,Private,United-States,White
37,285801,9,7,0,36,Married-civ-spouse,Husband,Male,Craft-repair,35-44,Bachelors,Private,United-States,White
26,145218,7,0,0,40,Married-civ-spouse,Wife,Female,Transport-moving,25-34,HS-grad,Private,United-States,White
27,426506,9,0,0,40,Married-civ-spouse,Husband,Male,Adm-clerical,25-34,HS-grad,Self-emp-not-inc,United-States,White
35,259295,10,0,0,40,Married-civ-spouse,Husband,Male,Exec-managerial,35-44,Assoc-voc,Self-emp-not-inc,United-States,White
53,130868,11,3,0,40,Married-civ-spouse,Husband,Male,Other-service,45-54,HS-grad,State-gov,United-States,White
42,106946,9,4,0,50,Married-civ-spouse,Husband,Male,Sales,35-44,Bachelors,Private,United-States,White
43,96610,9,1,0,40,Divorced,Unmarried,Male,Adm-clerical,35-44,Bachelors,Private,United-States,White
19,226653,9,0,0,44,Married-civ-spouse,Husband,Male,Prof-specialty,17-24,HS-grad,Private,United-States,White
29,222040,12,8,0,31,Married-civ-spouse,Husband,Male,Craft-repair,25-34,HS-grad,Self-emp-inc,United-States,White
24,263578,12,0,1931,31,Never-married,Own-child,Male,Exec-managerial,17-24,HS-grad,Private,United-States,White
52,350906,10,0,0,40,Never-married,Not-in-family,Female,Prof-specialty,45-54,Bachelors,Self-emp-not-inc,United-States,White
