age,fnlwgt,education-num,capital-gain,capital-loss,hours-per-week,marital-status,relationship,sex,occupation,workclass,native-country,race
54,108221,9,11,0,49,Married-civ-spouse,Husband,Male,Farming-fishing,Local-gov,United-States,White
54,53468,12,4,0,40,Married-civ-spouse,Not-in-family,Female,Other-service,Private,United-States,White
35,107013,10,0,0,51,Married-civ-spouse,Husband,Male,Prof-specialty,Self-emp-not-inc,United-States,White
63,155010,10,2,0,40,Married-civ-spouse,Not-in-family,Male,Exec-managerial,Private,United-States,White
27,145885,5,0,0,40,Never-married,Not-in-family,Female,Adm-clerical,Private,United-States,White
66,102846,10,4,0,40,Married-civ-spouse,Husband,Male,Sales,Self-emp-not-inc,United-States,White
39,159976,9,0,0,24,Married-civ-spouse,Husband,Male,Craft-repair,Private,United-States,White
39,296817,13,7,1632,45,Married-civ-spouse,Wife,Female,Priv-house-serv,Private,United-States,White
25,136557,9,3,0,52,Divorced,Husband,Male,Craft-repair,Self-emp-inc,United-States,White
44,170333,10,3,0,26,Divorced,Unmarried,Female,Adm-clerical,Private,United-States,White
55,122968,11,4,0,64,Married-civ-spouse,Not-in-family,Female,Adm-clerical,Private,United-States,White
53,210406,10,5,0,67,Widowed,Not-in-family,Male,Other-service,Private,United-States,Black
37,351932,12,0,0,40,Married-civ-spouse,Not-in-family,Male,Exec-managerial,Private,United-States,White
58,146168,11,1,0,43,Married-civ-spouse,Husband,Male,Machine-op-inspct,Private,United-States,White
42,146062,9,0,1635,30,Divorced,Own-child,Male,Tech-support,Private,United-States,White
54,84618,13,7509,0,40,Married-civ-spouse,Own-child,Female,Sales,State-gov,United-States,Black
20,176160,10,8,0,34,Never-married,Husband,Male,Transport-moving,Private,United-States,Black
34,166763,13,0,0,40,Separated,Own-child,Male,Exec-managerial,Private,United-States,White
56,342005,10,0,0,40,Never-married,Husband,Male,Farming-fishing,Self-emp-not-inc,United-States,Black
35,122300,9,0,0,40,Married-civ-spouse,Unmarried,Female,Prof-specialty,Federal-gov,United-States,White
23,234778,9,0,0,10,Never-married,Husband,Male,Armed-Forces,Private,United-States,White
43,145055,10,7,0,54,Married-civ-spouse,Own-child,Male,Exec-managerial,Federal-gov,United-States,White
36,165937,3,0,0,10,Divorced,Not-in-family,Female,Adm-clerical,Private,United-States,White
49,315443,4,3,0,40,Married-civ-spouse,Own-child,Male,Sales,Private,United-States,White
41,109605,10,0,0,40,Married-civ-spouse,Wife,Female,Tech-support,Private,United-States,White
35,101605,10,2,0,40,Married-civ-spouse,Not-in-family,Male,Handlers-cleaners,Private,United-States,Black
32,270567,10,4,0,40,Never-married,Husband,Male,Sales,Local-gov,United-States,White
32,138528,13,0,0,40,Married-civ-spouse,Not-in-family,Male,Sales,Private,Mexico,White
68,184465,9,7447,0,44,Married-civ-spouse,Husband,Male,Protective-serv,Self-emp-not-inc,United-States,White
42,104628,9,0,0,40,Separated,Husband,Male,Craft-repair,Local-gov,United-States,White
46,95754,10,0,0,40,Married-civ-spouse,Husband,Male,Handlers-cleaners,Private,United-States,White
29,181256,10,10,0,40,Married-civ-spouse,Not-in-family,Female,Machine-op-inspct,Self-emp-not-inc,United-States,White
27,243751,10,0,0,36,Never-married,Husband,Male,Craft-repair,Self-emp-inc,Vietnam,Black
45,394744,5,0,0,40,Divorced,Wife,Female,Other-service,Private,United-States,White
18,88630,11,0,0,40,Never-married,Husband,Male,Exec-managerial,State-gov,United-States,White
49,88775,4,0,0,40,Married-civ-spouse,Not-in-family,Female,Adm-clerical,Self-emp-inc,Japan,White
28,220031,3,13,0,40,Married-civ-spouse,Own-child,Male,Machine-op-inspct,Private,United-States,White
45,194031,10,0,0,40,Married-civ-spouse,Husband,Male,Craft-repair,Private,United-States,Black
44,185035,9,0,0,40,Never-married,Not-in-family,Male,Craft-repair,Private,United-States,White
55,286249,11,8299,0,54,Married-civ-spouse,Own-child,Male,Sales,Private,United-States,White
52,154892,13,1,0,20,Never-married,Not-in-family,Male,Craft-repair,Private,United-States,White
30,317932,9,15044,0,36,Married-civ-spouse,Own-child,Male,Sales,Private,United-States,White
23,167856,10,3,1597,9,Never-married,Not-in-family,Male,Prof-specialty,Private,United-States,White
22,54409,9,0,0,40,Married-civ-spouse,Not-in-family,Male,Adm-clerical,Private,United-States,White
58,50210,9,4,0,59,Married-civ-spouse,Own-child,Male,Prof-specialty,Federal-gov,United-States,White
46,62525,9,0,0,40,Married-civ-spouse,Husband,Male,Handlers-cleaners,Private,United-States,White
39,331404,13,0,0,40,Married-civ-spouse,Husband,Male,Craft-repair,Private,United-States,White
37,156544,7,0,0,40,Never-married,Husband,Male,Farming-fishing,Local-gov,United-States,White
40,94912,13,2,0,27,Married-civ-spouse,Husband,Male,Transport-moving,Private,United-States,White
24,193933,10,1,1733,50,Never-married,Husband,Male,Exec-managerial,Private,Guatemala,White
57,50993,9,0,0,40,Married-civ-spouse,Husband,Male,Transport-moving,Private,United-States,White
41,200926,10,0,0,10,Married-civ-spouse,Not-in-family,Female,Adm-clerical,Private,Canada,White
47,242912,11,6,0,40,Married-civ-spouse,Husband,Male,Machine-op-inspct,Private,United-States,White
19,175568,9,2,0,40,Married-civ-spouse,Own-child,Female,Adm-clerical,Private,United-States,White
32,62081,14,0,0,49,Married-civ-spouse,Unmarried,Male,Sales,State-gov,United-States,White
34,39066,9,0,0,40,Divorced,Husband,Male,Other-service,Private,India,Other
25,206182,10,0,0,40,Never-married,Unmarried,Female,Exec-managerial,Private,United-States,White
22,213537,9,0,0,40,Never-married,Own-child,Male,Adm-clerical,Private,United-States,White
19,188142,13,0,0,59,Never-married,Husband,Male,Protective-serv,Private,United-States,White
44,171954,13,5,0,40,Married-civ-spouse,Other-relative,Female,Adm-clerical,Private,United-States,White
54,135577,8,7434,0,40,Married-civ-spouse,Husband,Male,Craft-repair,Local-gov,United-States,White
40,98110,13,1,0,56,Married-civ-spouse,Not-in-family,Male,Craft-repair,Local-gov,United-States,White
33,197866,9,0,0,58,Never-married,Not-in-family,Male,Prof-specialty,Private,United-States,Asian-Pac-Islander
30,301821,13,0,0,40,Never-married,Husband,Male,Exec-managerial,State-gov,United-States,White
38,171129,6,3,0,40,Divorced,Unmarried,Male,Craft-repair,Private,United-States,White
44,174077,10,2,0,40,Never-married,Not-in-family,Female,Exec-managerial,Private,United-States,White
36,233986,6,1,0,40,Married-civ-spouse,Husband,Male,Craft-repair,Private,United-States,White
27,48325,13,5,0,40,Never-married,Husband,Male,Craft-repair,Private,United-States,White
23,174261,10,5,0,49,Never-married,Not-in-family,Female,Adm-clerical,Private,United-States,White
35,208644,11,2,0,40,Married-civ-spouse,Unmarried,Female,Sales,Federal-gov,United-States,White
58,301658,1,10,0,40,Divorced,Husband,Male,Exec-managerial,Private,United-States,White
30,180169,9,3,0,56,Married-civ-spouse,Husband,Male,Sales,Private,United-States,White
34,179651,9,0,0,45,Never-married,Wife,Female,Sales,State-gov,United-States,White
46,185835,9,7,0,7,Married-civ-spouse,Husband,Male,Sales,Private,United-States,White
50,203648,9,1,0,40,Married-civ-spouse,Husband,Male,Prof-specialty,Private,United-States,White
52,117066,9,7,0,61,Married-civ-spouse,Own-child,Female,Sales,Private,United-States,White
39,128053,9,2,0,50,Married-civ-spouse,Husband,Male,Adm-clerical,Self-emp-inc,United-States,White
33,73052,10,4,0,40,Married-civ-spouse,Unmarried,Male,Exec-managerial,Local-gov,United-States,White
51,141300,10,0,0,20,Married-civ-spouse,Own-child,Male,Protective-serv,Without-pay,United-States,White
42,240457,13,10,0,44,Divorced,Husband,Male,Exec-managerial,Private,United-States,White
28,102274,14,2,0,30,Never-married,Own-child,Female,Prof-specialty,Private,United-States,White
45,176654,11,6810,0,40,Married-civ-spouse,Own-child,Female,Adm-clerical,Private,United-States,White
51,290821,10,2030,0,40,Married-civ-spouse,Own-child,Male,Craft-repair,Private,United-States,White
41,64107,6,5,0,63,Divorced,Unmarried,Female,Sales,Private,United-States,White
25,45570,13,12,1887,45,Never-married,Husband,Male,Transport-moving,Private,United-States,White
19,193112,15,0,2438,68,Never-married,Not-in-family,Female,Other-service,Private,United-States,White
45,361406,8,0,0,40,Married-civ-spouse,Not-in-family,Female,Machine-op-inspct,Private,United-States,White
23,153221,11,13,0,55,Never-married,Own-child,Male,Farming-fishing,Self-emp-not-inc,United-States,White
55,122392,13,7,0,40,Divorced,Unmarried,Female,Adm-clerical,Self-emp-not-inc,United-States,White
43,213287,9,7579,0,40,Divorced,Own-child,Female,Adm-clerical,Self-emp-not-inc,United-States,White
29,152171,10,5,0,20,Married-civ-spouse,Not-in-family,Female,Sales,Private,Philippines,Asian-Pac-Islander
37,193753,9,0,0,70,Married-civ-spouse,Own-child,Female,Exec-managerial,Private,United-States,White
20,219787,2,0,0,40,Never-married,Not-in-family,Female,Exec-managerial,Private,Mexico,White
20,108563,13,0,1755,35,Never-married,Husband,Male,Craft-repair,Private,United-States,White
44,133109,12,1,802,40,Married-civ-spouse,Husband,Male,Craft-repair,State-gov,United-States,White
36,406993,10,0,0,40,Married-civ-spouse,Husband,Male,Prof-specialty,Local-gov,United-States,White
66,93846,9,1,0,40,Married-civ-spouse,Own-child,Female,Machine-op-inspct,Private,Mexico,White
19,310738,10,0,0,54,Never-married,Other-relative,Female,Other-service,Local-gov,Laos,White
36,163097,10,2,0,29,Married-civ-spouse,Husband,Male,Handlers-cleaners,Self-emp-inc,United-States,White
65,43160,10,3,0,65,Widowed,Unmarried,Male,Handlers-cleaners,Private,United-States,Black
46,162709,9,7,0,50,Married-civ-spouse,Husband,Male,Farming-fishing,Self-emp-inc,United-States,White
19,199810,9,1,0,12,Never-married,Husband,Male,Other-service,Private,United-States,Black
28,38223,9,0,0,50,Never-married,Husband,Male,Sales,Self-emp-inc,United-States,White
39,386355,13,4,0,60,Married-civ-spouse,Not-in-family,Female,Exec-managerial,Private,United-States,White
54,95397,9,4,1715,55,Married-civ-spouse,Husband,Male,Handlers-cleaners,Private,United-States,White
36,212136,9,0,0,20,Married-civ-spouse,Husband,Male,Exec-managerial,Private,United-States,White
49,351748,13,11,0,72,Married-civ-spouse,Husband,Male,Prof-specialty,Local-gov,United-States,White
21,101875,13,0,0,40,Never-married,Not-in-family,Male,Sales,Private,United-States,White
45,181167,10,0,0,40,Married-civ-spouse,Husband,Male,Tech-support,Self-emp-inc,United-States,White
20,186825,11,3,0,15,Never-married,Not-in-family,Female,Exec-managerial,Private,United-States,White
29,98431,13,1,0,57,Married-civ-spouse,Husband,Male,Adm-clerical,Federal-gov,Puerto-Rico,White
23,171183,14,12,0,55,Never-married,Own-child,Male,Sales,Private,United-States,White
49,224182,10,8,0,14,Married-civ-spouse,Husband,Male,Exec-managerial,Self-emp-not-inc,United-States,White
30,228262,11,0,0,40,Never-married,Own-child,Male,Sales,Private,United-States,White
20,181616,13,3316,0,20,Never-married,Other-relative,Female,Prof-specialty,Private,United-States,White
55,190164,11,1,0,50,Married-civ-spouse,Husband,Male,Other-service,Private,United-States,White
35,213303,9,2,0,58,Married-civ-spouse,Not-in-family,Male,Craft-repair,Private,United-States,White
35,185996,9,2,1555,9,Married-civ-spouse,Own-child,Female,Prof-specialty,Private,United-States,White
46,167110,10,2,0,5,Never-married,Husband,Male,Sales,Private,United-States,White
38,236305,6,0,0,40,Never-married,Own-child,Female,Adm-clerical,Private,United-States,White
39,162992,13,0,0,40,Separated,Husband,Male,Machine-op-inspct,Private,United-States,Black
34,230116,13,3,0,20,Married-civ-spouse,Unmarried,Female,Other-service,Private,United-States,White
29,156282,13,8087,0,29,Never-married,Unmarried,Female,Adm-clerical,State-gov,United-States,White
30,162078,9,1,0,15,Never-married,Husband,Male,Farming-fishing,Private,United-States,White
37,199260,9,1195,0,50,Never-married,Husband,Male,Prof-specialty,Private,United-States,White
26,127821,7,0,0,28,Never-married,Other-relative,Male,Craft-repair,Local-gov,United-States,White
43,306049,13,0,0,40,Never-married,Husband,Male,Exec-managerial,State-gov,United-States,White
41,203090,9,1,0,36,Married-civ-spouse,Husband,Male,Handlers-cleaners,Private,United-States,White
34,188733,9,9,0,40,Married-civ-spouse,Not-in-family,Male,Other-service,Private,United-States,White
39,186168,9,3265,0,40,Never-married,Not-in-family,Male,Transport-moving,Self-emp-not-inc,United-States,White
38,209506,12,0,0,13,Never-married,Not-in-family,Female,Tech-support,Private,United-States,White
37,117904,9,0,0,44,Married-civ-spouse,Own-child,Female,Other-service,Private,United-States,Black
39,52573,7,4,0,27,Divorced,Husband,Male,Sales,Private,United-States,White
28,292815,9,20,0,57,Married-civ-spouse,Own-child,Male,Transport-moving,Private,United-States,White
21,178290,13,0,0,31,Never-married,Husband,Male,Exec-managerial,Private,United-States,White
26,123566,9,0,0,40,Never-married,Wife,Female,Other-service,Private,India,Asian-Pac-Islander
45,419962,13,0,0,70,Married-civ-spouse,Husband,Male,Other-service,Self-emp-not-inc,United-States,White
27,157503,9,7793,0,36,Married-civ-spouse,Not-in-family,Male,Machine-op-inspct,Private,United-States,White
25,205384,14,2,0,46,Never-married,Husband,Male,Sales,Local-gov,United-States,White
61,73683,13,0,0,40,Married-civ-spouse,Husband,Male,Prof-specialty,Private,United-States,White
41,389562,14,1,0,40,Married-civ-spouse,Husband,Male,Machine-op-inspct,Private,United-States,White
71,294107,9,4,0,62,Married-civ-spouse,Not-in-family,Male,Sales,Private,United-States,White
38,213752,10,0,0,40,Divorced,Husband,Male,Craft-repair,Private,United-States,White
23,171564,6,1017,0,40,Never-married,Wife,Female,Prof-specialty,Private,United-States,White
39,236090,9,0,0,37,Married-civ-spouse,Husband,Male,Exec-managerial,Federal-gov,United-States,White
17,328465,3,13,0,35,Never-married,Husband,Male,Transport-moving,Private,United-States,Asian-Pac-Islander
43,195743,9,0,0,40,Married-civ-spouse,Wife,Female,Exec-managerial,Local-gov,Mexico,White
24,99978,13,7,0,51,Never-married,Husband,Male,Prof-specialty,Private,United-States,White
50,201975,10,10,0,60,Married-civ-spouse,Husband,Male,Handlers-cleaners,Private,United-States,White
41,133473,3,5169,0,40,Never-married,Husband,Male,Other-service,Federal-gov,United-States,White
17,211405,9,0,0,37,Never-married,Husband,Male,Exec-managerial,Private,United-States,White
17,369192,9,0,0,28,Never-married,Not-in-family,Male,Transport-moving,Without-pay,United-States,White
28,306253,4,9,0,40,Married-civ-spouse,Wife,Female,Adm-clerical,Private,United-States,White
27,160445,9,3,0,40,Never-married,Husband,Male,Handlers-cleaners,Private,United-States,Black
33,261406,15,8,0,40,Never-married,Husband,Male,Exec-managerial,Private,United-States,White
70,162224,13,0,1869,60,Divorced,Husband,Male,Tech-support,Private,United-States,White
28,289421,12,0,0,30,Married-civ-spouse,Husband,Male,Exec-managerial,State-gov,United-States,White
23,247398,9,0,0,40,Never-married,Unmarried,Female,Other-service,Private,United-States,White
39,178419,10,0,0,35,Married-civ-spouse,Not-in-family,Male,Other-service,Federal-gov,United-States,White
40,110497,9,0,0,40,Married-civ-spouse,Husband,Male,Machine-op-inspct,Private,United-States,Black
27,332861,3,2,0,20,Married-civ-spouse,Not-in-family,Male,Craft-repair,Private,United-States,Asian-Pac-Islander
28,126557,10,0,0,44,Never-married,Husband,Male,Craft-repair,Private,United-States,White
45,142527,11,1,0,40,Married-civ-spouse,Own-child,Female,Other-service,Private,United-States,Black
57,195379,13,9,1973,49,Married-civ-spouse,Not-in-family,Female,Other-service,Private,United-States,White
24,271881,10,0,0,40,Never-married,Unmarried,Male,Prof-specialty,Private,United-States,White
27,492671,10,2,0,40,Never-married,Not-in-family,Male,Prof-specialty,Private,United-States,White
30,238697,3,0,0,40,Divorced,Husband,Male,Transport-moving,Private,Guatemala,White
27,97575,9,0,0,44,Married-civ-spouse,Not-in-family,Female,Adm-clerical,Private,United-States,Amer-Indian-Eskimo
20,172362,13,7273,0,59,Never-married,Husband,Male,Other-service,State-gov,United-States,White
33,387607,4,1,0,40,Married-civ-spouse,Other-relative,Male,Handlers-cleaners,Private,United-States,White
18,228398,9,0,0,45,Never-married,Own-child,Male,Other-service,Private,United-States,White
27,210035,9,0,0,24,Never-married,Own-child,Female,Prof-specialty,Private,United-States,White
39,107428,6,99999,0,40,Married-civ-spouse,Husband,Male,Craft-repair,Local-gov,United-States,White
37,194960,14,0,0,40,Married-civ-spouse,Own-child,Female,Other-service,State-gov,United-States,Other
21,236734,13,9,0,31,Never-married,Husband,Male,Adm-clerical,Private,United-States,White
25,301518,14,9,0,40,Married-civ-spouse,Not-in-family,Male,Sales,Private,United-States,White
55,44494,10,0,1868,40,Married-civ-spouse,Unmarried,Male,Craft-repair,Private,United-States,White
36,159631,10,0,0,20,Divorced,Husband,Male,Prof-specialty,Federal-gov,Guatemala,White
49,25360,10,9,1883,40,Married-civ-spouse,Husband,Male,Exec-managerial,Self-emp-inc,United-States,White
38,295475,8,0,0,71,Never-married,Husband,Male,Craft-repair,Self-emp-inc,United-States,White
70,170684,11,0,0,40,Married-civ-spouse,Own-child,Female,Adm-clerical,Private,United-States,White
